0_yr_mean_ai,1_yr_mean_ai,2_yr_mean_ai,3_yr_mean_ai,system:index,plyID_g,ActnDsc,trtYear,post_fr,plyID_n,dat_src,trtID
0.5046274493105638,0.23323625537296855,0.4057232008015295,0.491182773771426,0,7594,Vegetation/Soil Manipulation,2005,N,251,LTDL,20736
0.516425876703687,0.4511357126187305,0.7391850274878663,0.5247364720962044,1,7595,Vegetation/Soil Manipulation; Seeding,2003,N,252,LTDL,"20737, 20738, 20739"
0.4980364422337349,0.4618857216183879,0.7690759788040354,0.6201364639927359,2,7596,Prescribed Burn; Seeding,2000,N,253,LTDL,"20740, 20741"
0.5253889675078407,0.43664299059039174,0.8055510454664276,0.6138415341361114,3,7599,Seeding; Vegetation/Soil Manipulation,1999,Y,254,LTDL,"20746, 20747, 20748"
0.7771006991904438,0.6070593474236194,0.9870798598095462,0.8297365672757667,4,7653,Prescribed Burn,2003,Y,255,LTDL,20882
0.7526507624354626,0.5901505334174432,0.9363167378377573,0.8727886170322625,5,7654,Seeding,2001,Y,256,LTDL,20883
0.8617162169890775,1.0265331311131962,1.2110544307759576,0.682474112386361,6,7693,Vegetation/Soil Manipulation,2005,N,257,LTDL,21016
0.6392901764443172,0.4674064641322323,0.8349347527901732,0.665540013780546,7,7715,Vegetation/Soil Manipulation; Seeding,2013,N,258,LTDL,"21096, 21098"
0.7993348240852356,0.8131124377250671,1.1695159673690796,1.0297486782073975,8,7749,Seeding,2007,N,259,LTDL,21189
0.3398168166731573,0.16642509753204837,0.6342077066137153,0.2862379755587526,9,7764,Seeding; Vegetation/Soil Manipulation,1994,Y,260,LTDL,"21246, 21247"
0.6588846529330467,0.7603728250985431,1.1706801732942829,0.7972928837415607,10,7897,Vegetation/Soil Manipulation; Seeding,2002,N,261,LTDL,"21653, 21654"
0.7090213894844055,0.7821327447891235,1.1841057538986206,0.8332132697105408,11,7898,Prescribed Burn,2003,N,262,LTDL,21656
0.7711699437748984,0.8463109530391494,1.3898801012642892,1.087258900732497,12,7899,Seeding,1994,N,263,LTDL,21659
0.5192893317186328,0.5167728093471369,0.7995032549543767,0.7495181196378766,13,7927,Seeding,2001,Y,264,LTDL,21735
0.4270461299635482,0.36833567633515313,0.6750087018569678,0.4452780203198509,14,7960,Seeding; Vegetation/Soil Manipulation,2006,Y,265,LTDL,"21822, 21825"
0.7511891306007168,0.46873782888101556,1.1614278070356152,0.48928712422072945,15,7979,Seeding; Vegetation/Soil Manipulation,2010,N,266,LTDL,"21874, 21873"
0.4402596177398295,0.3188997718159127,0.675790972698138,0.30747525107457446,16,7999,Vegetation/Soil Manipulation,2004,N,267,LTDL,21936
0.49348267660343004,0.55647829996882,0.6539887486697196,0.4059820631377512,17,8078,Vegetation/Soil Manipulation,2006,N,268,LTDL,22151
0.885926779526383,0.8096139780917572,1.1733611525587777,0.8807220186167095,18,8092,Prescribed Burn; Vegetation/Soil Manipulation,1999,N,269,LTDL,"22177, 22178"
1.1107443263695673,0.7649228470658133,1.0393747220138223,0.9648045049023579,19,8116,Vegetation/Soil Manipulation; Seeding,2010,N,270,LTDL,"22233, 22235, 22234"
0.6091476678848267,0.5104770064353943,0.9776491522789001,0.6965047717094421,20,8126,Seeding,2007,N,271,LTDL,22263
0.7211042718637861,0.5190806242373625,0.6802433102488682,0.5858577278952577,21,8154,Seeding; Vegetation/Soil Manipulation,2008,N,272,LTDL,"22323, 22322"
0.2882087675877559,0.2523435711124796,0.4251536811575477,0.2910188804438084,22,8155,Seeding,2006,N,273,LTDL,22327
0.5987268686294556,0.447971910238266,0.7700441479682922,0.7675707936286926,23,8189,Seeding; Vegetation/Soil Manipulation,2006,N,274,LTDL,"22428, 22432"
1.8769100904464722,2.020313024520874,3.5140929222106934,2.394986867904663,24,8199,Seeding,1992,N,275,LTDL,22466
