0_yr_mean_ai,1_yr_mean_ai,2_yr_mean_ai,3_yr_mean_ai,system:index,plyID_g,ActnDsc,trtYear,post_fr,plyID_n,dat_src,trtID
0.2801004871726036,0.23596104340893884,0.34203064707773073,0.28622608206101824,0,2370,Seeding (primary); Seeding (secondary/shrub); Mowing,2012,N,1101,WRI,4201
0.5669907115172812,0.5781275981681168,0.9280881743021617,0.5574030077028143,1,2373,Anchor chain,2012,N,1102,WRI,4190
0.6961083191761868,0.47325696958054747,0.8527489500937703,0.8679212154244348,2,2374,Bullhog,2013,N,1103,WRI,4456
0.42856987770045946,0.4227963940751168,0.6276930816952259,0.43121856883648907,3,2377,Disc; Seeding (primary),2013,N,1104,WRI,4730
0.28324627440150196,0.23642266559891587,0.2820624847237657,0.28416285282228054,4,2378,Disc; Herbicide application; Seeding (primary); Seeding (secondary/shrub),2012,N,1105,WRI,4374
0.551084041595459,0.37739214301109314,0.6563693881034851,0.6014285087585449,5,2380,Planting/Transplanting,2013,N,1106,WRI,4044
0.36753126873859954,0.2794765618562988,0.6049607157127825,0.35281524645166873,6,2383,Vegetation removal / hand crew,2013,N,1107,WRI,4202
0.34728023409843445,0.3089386224746704,0.42225897312164307,0.26234352588653564,7,2398,Planting/Transplanting,2013,N,1108,WRI,4199
0.5446321495899386,0.6236316330923474,0.8560800848021421,0.5332297117525256,8,2400,Bullhog,2013,N,1109,WRI,4746
0.5461145639419556,0.48032626509666443,0.8556960821151733,0.45939064025878906,9,2425,Herbicide application; Seeding (primary); Seeding (secondary/shrub),2012,N,1110,WRI,4342
0.53463627576828,0.43114872949463984,0.8655248897416251,0.7320815021651131,10,2427,Harrow; Seeding (primary),2012,N,1111,WRI,4051
1.9272785186767578,1.6556607484817505,2.0646872520446777,2.4382200241088867,11,2437,Mowing,2012,N,1112,WRI,3970
1.4631493091583252,1.0148224830627441,1.2346901893615723,1.1908953189849854,12,2439,Seeding (primary); Chain harrow,2012,Y,1113,WRI,4351
0.3099295198917389,0.3463805317878723,0.4661388099193573,0.2660583555698395,13,2443,Seeding (primary),2012,N,1114,WRI,4208
0.7703930333063199,0.6351612341868412,0.8808798604197317,0.7222167720526328,14,2445,Chain harrow,2012,N,1115,WRI,4516
1.2817808389663696,0.6006544828414917,1.008008599281311,0.7924424409866333,15,2448,Seeding (primary),2012,N,1116,WRI,4167
0.5239134430885315,0.2476486712694168,0.44784262776374817,0.5332806706428528,16,2449,Seeding (primary),2013,N,1117,WRI,4693
0.5187332034111023,0.6320993900299072,0.9023486375808716,0.46505409479141235,17,2450,Seeding (primary),2012,N,1118,WRI,4406
