0_yr_mean_spei,1_yr_mean_spei,2_yr_mean_spei,3_yr_mean_spei,system:index,plyID_g,ActnDsc,trtYear,post_fr,plyID_n,dat_src,trtID
-1.4596698880195615,-0.08236331899806988,0.9354015385682602,-0.11362740760092185,0,1343,Bullhog,2010,N,801,WRI,3269
-1.716768130815652,-0.30142684769798,0.7036659421690977,0.10829674516576361,1,1347,Herbicide application,2010,N,802,WRI,"3437, 3620, 3785"
-1.5752054452896118,-0.3390410840511322,0.8394520282745361,0.25671231746673584,2,1348,Herbicide application; Seeding (primary); Harrow; Vegetation removal / hand crew,2010,N,803,WRI,"3398, 3603, 3765"
-1.7750345736407158,-0.9473803331342974,0.802094811134124,-0.531078980210122,3,1350,Greenstripping; Seeding (primary),2009,N,804,WRI,3247
-1.5690410137176514,-0.3604109585285187,1.1182191371917725,-0.1965753436088562,4,1353,Seeding (primary),2008,N,805,WRI,3254
-1.5312328338623047,-0.8393150568008423,0.22863014042377472,-0.4646575152873993,5,1354,Seeding (primary),2009,N,806,WRI,3255
-1.5198416381823914,0.27480200026966944,1.1893372330345022,0.36936802391995904,6,1360,Mowing; Harrow,2009,N,807,WRI,"3136, 3137, 3138"
-1.8107056263186179,-0.6913483241190411,0.6427535650839843,0.016610703055823153,7,1361,Harrow,2009,N,808,WRI,3139
-1.6497260332107544,-0.6504109501838684,0.3835616409778595,0.11849315464496613,8,1363,Vegetation removal / hand crew,2010,Y,809,WRI,3409
-1.6948250921038792,-0.5890905989457852,0.760053277613976,0.5328624480715958,9,1369,Seeding (primary); Herbicide application,2010,N,810,WRI,"3430, 3802"
-1.61535789033641,-0.6866980464562126,0.6060940918715105,0.2612805187702179,10,1380,Bullhog; Vegetation removal / hand crew,2010,N,811,WRI,"3418, 3776"
-1.3197259902954102,0.03273972496390343,0.39424657821655273,-1.1836986541748047,11,1382,Bullhog; Herbicide application; Vegetation removal / hand crew,2010,N,812,WRI,"3624, 3766"
-1.5150684118270874,-0.7569863200187683,0.31849315762519836,-0.8404109477996826,12,1383,Vegetation removal / hand crew,2009,N,813,WRI,3416
-1.924005414644877,-1.3541424353917437,0.07085478978852433,-0.18229223787784576,13,1385,Herbicide application,2010,N,814,WRI,3826
-1.8069862127304077,-0.6279451847076416,0.4283561706542969,0.14630137383937836,14,1389,Seeding (primary),2010,N,815,WRI,3451
-1.5616417667821014,-0.4933122684904463,0.5105922059942506,-0.5356919301858537,15,1390,Vegetation removal / hand crew,2009,N,816,WRI,3222
-1.7710739049911497,-0.5501150598526,0.19264547944068908,0.08889424639940262,16,1391,Disc; Herbicide application; Seeding (primary),2011,N,817,WRI,4094
-1.4496553844117521,-0.1977317611518614,0.7125064392635773,-0.12262111359770692,17,1392,Disc; Seeding (primary),2009,N,818,WRI,3798
-1.538904070854187,-0.5130137205123901,0.5576712489128113,-0.06493150442838669,18,1393,Harrow; Seeding (primary); Seeding (secondary/shrub),2010,N,819,WRI,3434
-1.5245205163955688,-0.4672602713108063,0.48328766226768494,-0.5694520473480225,19,1396,Bullhog,2010,N,820,WRI,3581
-1.4939466699468138,-0.4772472598812949,0.5041153727562775,-0.22083365123176796,20,1397,Harrow; Seeding (primary); Seeding (secondary/shrub),2010,N,821,WRI,"3126, 3127"
-1.5985664344224773,-0.37577138788224573,0.7262864063997737,-0.07292686671507163,21,1398,Herbicide application; Seeding (primary),2009,N,822,WRI,3791
-1.677452770439354,-0.5210033268541903,0.47412440019684854,0.2330173950743031,22,1399,Prescribed fire,2010,N,823,WRI,3594
-1.4946705443518502,-0.24472929679212116,0.5088649647576468,-0.552537495181674,23,1402,Herbicide application; Vegetation removal / hand crew; Planting/Transplanting,2010,N,824,WRI,3770
-1.4358904361724854,-0.563835620880127,0.6483561396598816,-0.6850684881210327,24,1409,Bullhog; Seeding (primary),2011,N,825,WRI,3473
-1.3389040231704712,-0.011917808093130589,0.11547945439815521,-1.2890410423278809,25,1414,Vegetation removal / hand crew; Planting/Transplanting,2010,N,826,WRI,3777
-1.4110958576202393,-0.15849314630031586,0.3806849420070648,-1.08671236038208,26,1417,Seeding (primary),2010,N,827,WRI,3683
-1.7406921211903266,-0.6748132290036742,0.9324222630160091,-0.4700310853035329,27,1421,Bullhog; Seeding (primary),2010,N,828,WRI,3613
-1.3917808532714844,-0.5664383769035339,0.5516438484191895,-0.7636986374855042,28,1429,Harrow; Herbicide application,2010,N,829,WRI,3682
-1.6609883015050653,-0.4635257740872004,0.851428106363603,-0.48362186898717163,29,1430,Seeding (primary),2009,N,830,WRI,3792
-1.869178056716919,-0.15383562445640564,1.45917809009552,0.9293150901794434,30,1435,Aerator; Seeding (primary),2010,N,831,WRI,3927
-1.633150577545166,-0.28452056646347046,0.6682191491127014,0.5284931659698486,31,1437,Herbicide application,2009,N,832,WRI,3638
-1.2978846361814453,-0.4418252534117581,0.9092375112712878,0.8356727673248813,32,1439,Anchor chain; Seeding (primary),2009,N,833,WRI,3775
-1.6443835496902466,-1.1701369285583496,0.5560274124145508,-0.6016438603401184,33,1443,Vegetation removal / hand crew,2010,N,834,WRI,3833
-1.6587671041488647,-0.09027397632598877,0.9694520831108093,0.5365753173828125,34,1448,Harrow; Herbicide application; Seeding (primary),2010,N,835,WRI,3480
-1.7482510392154968,-0.4448305985757283,0.7156555444534336,-0.25107840690761807,35,1451,Anchor chain; Seeding (primary); Seeding (secondary/shrub); Harrow,2010,N,836,WRI,"3410, 3411, 3778, 4306"
-1.7948836273274453,-1.0826758756655204,0.42641101593010533,-0.4358830770370921,36,1453,Anchor chain; Seeding (primary),2009,N,837,WRI,3140
-1.5756163597106934,-0.21890410780906677,0.7317808270454407,-0.4000000059604645,37,1454,Prescribed fire; Seeding (primary),2009,N,838,WRI,3141
-1.549793227304492,-0.5720199380004615,0.813577250535028,0.41457679208956266,38,1457,Anchor chain; Seeding (primary),2009,N,839,WRI,"3403, 3769"
-1.4232856457116603,-0.02262337577145567,0.769958218299326,-0.22424284948844017,39,1462,Herbicide application,2010,N,840,WRI,4467
-1.7067886729573096,-0.4204842330411424,0.43332270758096564,0.2725868065689886,40,1464,Herbicide application,2010,N,841,WRI,"3462, 3835"
-1.2409783942358836,0.14931506769997732,1.3315851177488054,0.10473580764872685,41,1468,Harrow; Seeding (primary); Bullhog,2009,N,842,WRI,"3404, 3609, 3771"
-1.712967937642878,-0.0182357845884381,0.8600415081688854,0.5945952372117477,42,1471,Anchor chain; Seeding (primary); Seeding (secondary/shrub); Disc,2010,N,843,WRI,"3941, 4099"
-1.5594650836012485,-0.3495003970769736,1.080927849625031,0.9713258856561928,43,1474,Seeding (primary),2010,N,844,WRI,3478
-1.6131505966186523,-0.5978082418441772,0.8938356041908264,0.38315069675445557,44,1478,Vegetation removal / hand crew; Seeding (primary),2010,N,845,WRI,3850
-1.721068473728112,-0.7308916356557471,0.645966410941785,-0.7045846752193579,45,1481,Prescribed fire,2017,N,846,WRI,"6240, 6241"
-1.8129288692484027,-1.0439446668132095,0.40004843733110207,-0.44441757213018585,46,1485,Bullhog,2010,N,847,WRI,3600
-1.509024317385787,-0.881309068405022,0.06593034065375894,-0.39663570806131515,47,1489,Bullhog,2010,N,848,WRI,3481
-1.6912096994693835,-0.4602871232412078,0.7274667984909483,-0.5381531134398297,48,1491,Vegetation removal / hand crew,2009,N,849,WRI,3257
-1.6146520019960022,-0.7508051838330346,0.7187420727949287,-0.5693558892110541,49,1494,Anchor chain; Seeding (primary); Seeding (secondary/shrub),2010,Y,850,WRI,3615
-1.5687150518826756,-0.20138991722052982,0.6631559194026889,-0.03285573997973354,50,1495,Vegetation removal / hand crew,2010,N,851,WRI,3853
-1.3643712797335217,0.04794863393264159,0.9790621114628658,-0.16899902110121082,51,1496,Vegetation removal / hand crew,2010,N,852,WRI,3614
-1.8085134731517407,-0.20233894369437358,1.2902987293336212,0.7725460996395801,52,1499,Herbicide application,2010,N,853,WRI,3627
-1.4902176810923409,-0.40023427049894833,1.0256078778833582,-0.32670704494927816,53,1500,Bullhog; Seeding (primary); Herbicide application,2010,N,854,WRI,3405
-1.7829048636806049,-1.3396134828272013,0.23227011305368364,0.5396603169533833,54,1504,Bulldozing; Seeding (primary),2010,N,855,WRI,3878
-1.9260862953534097,-0.6558068866327819,0.8931760059245866,0.5505879678185753,55,1505,Herbicide application; Seeding (primary),2011,N,856,WRI,3912
-1.5513697862625122,-0.46657535433769226,0.7478082180023193,-0.011780822649598122,56,1520,Planting/Transplanting,2010,N,857,WRI,3454
-1.7573026431643444,-0.49096709805662214,0.6123294924264368,0.5536614086316979,57,1524,Anchor chain; Seeding (primary),2009,N,858,WRI,3199
-1.533332744758286,-0.3974464726662208,0.7502723200592453,-0.16886474352753805,58,1526,Herbicide application,2009,N,859,WRI,3248
-1.5044092064102492,-0.2963299062103033,0.6870661911865077,-0.08623572865811488,59,1537,Seeding (primary),2009,N,860,WRI,3256
-1.8128767013549805,-0.3193150758743286,1.174383521080017,0.651232898235321,60,1564,Planting/Transplanting,2011,N,861,WRI,"3884, 3885"
-1.5267122983932495,-0.664383590221405,0.7599999904632568,-0.17794521152973175,61,1573,Seeding (primary),2009,N,862,WRI,3755
-1.1623287200927734,0.0517808198928833,1.4615068435668945,0.20863012969493866,62,1574,Seeding (primary),2009,N,863,WRI,3133
-1.733720520086456,-1.2328976557069558,0.3382504232097091,-0.8199440258786196,63,1579,Seeding (primary),2009,Y,864,WRI,3120
-2.06465744972229,-1.0401369333267212,0.8954794406890869,0.4300000071525574,64,1581,Disc; Seeding (primary),2010,N,865,WRI,3914
-1.6590152912669711,-0.7106674770644027,0.4870257059148714,-0.18505610498013322,65,1584,Herbicide application,2009,N,866,WRI,3871
-1.6906849145889282,-0.6752054691314697,0.8160274028778076,-0.6246575117111206,66,1585,Seeding (primary); Seeding (secondary/shrub); Chain harrow; Herbicide application,2011,N,867,WRI,3863
-1.56465744972229,-0.3521917760372162,1.127671241760254,-0.1642465740442276,67,1591,Seeding (primary),2009,N,868,WRI,3428
