0_yr_mean_spei,1_yr_mean_spei,2_yr_mean_spei,3_yr_mean_spei,system:index,plyID_g,ActnDsc,trtYear,post_fr,plyID_n,dat_src,trtID
-1.5513697862625122,-0.46657535433769226,0.7478082180023193,-0.011780822649598122,0,2725,Planting/Transplanting,2014,N,1201,WRI,2422
-1.702351348137292,-0.33911604733448325,0.792703050328052,-0.31419263876182596,1,2728,Vegetation removal / hand crew,2013,N,1202,WRI,4735
-1.6383449959032463,-0.5711138627745889,0.7072810217587634,0.11323371123183856,2,2732,Grazing management/changes,2013,N,1203,WRI,4722
-1.5894520282745361,-0.1173972636461258,0.6968492865562439,-0.30301371216773987,3,2749,Seeding (primary); Chain harrow,2013,Y,1204,WRI,4193
-1.3699571068088212,-0.0764554767908218,0.38873288842538994,-1.2154623443881671,4,2751,Seeding (primary),2013,N,1205,WRI,4365
-1.55791519148549,-0.3673899622489121,0.5795260643323492,-0.02650349236127682,5,2766,Seeding (primary),2013,Y,1206,WRI,4575
-1.6663290155067871,-0.26208404376265704,1.024579034762436,0.7268385398253966,6,2775,Greenstripping,2014,N,1207,WRI,5906
-1.4823287725448608,-0.34342464804649353,0.8557534217834473,-0.25904110074043274,7,2777,Bullhog,2014,N,1208,WRI,4683
-1.8419177532196045,-0.24780821800231934,1.2375342845916748,0.6875342726707458,8,2788,Seeding (primary),2013,N,1209,WRI,4032
-1.6780821084976196,-0.22342465817928314,0.5630136728286743,-0.21986301243305206,9,2790,Bullhog,2013,N,1210,WRI,4535
-1.570410966873169,-0.33424657583236694,1.0843836069107056,0.3709588944911957,10,2791,Planting/Transplanting; Herbicide application; Vegetation removal / hand crew; Seeding (primary),2013,N,1211,WRI,"4452, 4453, 4513"
-1.5517808198928833,-0.36561644077301025,0.6419178247451782,-0.008767123334109783,11,2793,Seeding (primary),2013,Y,1212,WRI,4439
-1.620547890663147,-0.4936986267566681,0.4997260272502899,-0.0712328776717186,12,2798,Seeding (primary); Chain harrow,2013,N,1213,WRI,4737
-1.3749159229155405,-0.20967510770388723,0.9560938496760258,-0.1901661479816387,13,2803,Anchor chain; Seeding (primary); Seeding (secondary/shrub),2014,N,1214,WRI,4562
-1.602191686630249,-0.4527397155761719,0.6883561611175537,0.43054795265197754,14,2808,Interseeding,2013,N,1215,WRI,4698
-1.5021917819976807,-0.4093150794506073,0.8172602653503418,-0.20821917057037354,15,2811,Anchor chain; Seeding (primary); Seeding (secondary/shrub),2014,N,1216,WRI,4561
-1.709763702486648,-0.34531822861457356,1.072769555510307,0.9812878771704071,16,2821,Anchor chain; Seeding (primary); Seeding (secondary/shrub),2014,Y,1217,WRI,4539
-1.6290784098885276,-0.42975093017924915,0.7749190330505372,-0.03362391160970384,17,2826,Anchor chain; Seeding (primary),2014,N,1218,WRI,4743
-1.7259634086755111,-0.6468802131418447,0.6475154076111761,0.07514911246608856,18,2827,Seeding (primary),2014,Y,1219,WRI,2473
-1.4065736114061798,-0.33895933463023264,0.2650136927457956,-0.9936379293295057,19,2829,Seeding (primary),2013,N,1220,WRI,4558
-1.6905478706546864,-0.5576282692890547,0.3595621840042228,-1.1411469158004317,20,2831,Bullhog,2015,N,1221,WRI,4751
-1.5829035562571288,-0.18235272582923776,0.4169614233066625,-0.7070398738132778,21,2832,Seeding (primary); Chain harrow,2014,N,1222,WRI,4595
-1.5532876253128052,-0.240136981010437,0.5904109477996826,0.09780821949243546,22,2834,Seeding (primary),2013,N,1223,WRI,4462
-1.4740416785436015,-0.334722970346255,0.3299932855048349,0.007077414920786396,23,2835,Harrow; Seeding (primary),2005,N,1224,WRI,4022
-1.4889039993286133,-0.263835608959198,0.7820547819137573,0.1586301326751709,24,2836,Seeding (primary),2013,N,1225,WRI,4661
-1.581608304142952,-0.960529157757759,0.2592908201962709,-1.1442219210863114,25,2837,Vegetation removal / hand crew; Bullhog; Seeding (primary),2014,N,1226,WRI,"4471, 4472, 7439, 7440"
-1.4569863080978394,-0.15260274708271027,0.879725992679596,0.10041095316410065,26,2840,Seeding (secondary/shrub),2014,N,1227,WRI,4464
