0_yr_mean_spei,1_yr_mean_spei,2_yr_mean_spei,3_yr_mean_spei,system:index,plyID_g,ActnDsc,trtYear,post_fr,plyID_n,dat_src,trtID
-1.493429049243772,-0.311392134201882,0.42692839025158874,-0.34233508095508675,0,1666,Bullhog; Seeding (primary); Seeding (secondary/shrub),2011,N,901,WRI,3860
-1.4285388032595316,0.011666667399307093,0.07532420009374619,-1.0055159409840901,1,1669,Herbicide application,2011,N,902,WRI,"3937, 4277"
-1.7271232604980469,-0.30589041113853455,0.8767123222351074,0.6554794311523438,2,1670,Planting/Transplanting,2011,N,903,WRI,3894
-1.4757035171004602,-0.07195777356847564,0.7250001699549896,-0.6627540945114937,3,1671,Harrow; Herbicide application; Seeding (primary); Chain harrow,2010,N,904,WRI,3888
-1.5673053489611473,-0.4057821309790249,0.4625533148568664,-0.7631289587900959,4,1675,Vegetation removal / hand crew,2011,N,905,WRI,3921
-1.6469436932749306,-0.7287629163305914,0.48397024621735657,0.11918555820557851,5,1677,Bullhog,2011,N,906,WRI,3938
-1.462465763092041,-0.4069862961769104,0.06260273605585098,-0.007123292423784733,6,1678,Mowing,2010,N,907,WRI,4731
-1.536344801295887,-0.4898168102768825,0.5756843595465352,-0.19438921646638346,7,1691,Vegetation removal / hand crew,2011,N,908,WRI,4297
-1.661334118460368,-0.22679256177517443,0.5991554961028689,-0.21626511552328662,8,1694,Vegetation removal / hand crew,2011,N,909,WRI,4257
-1.7319108277936526,-0.6484879662718954,0.9628715190706375,-0.46061902144287215,9,1696,Seeding (primary); Mowing; Bulldozing,2011,N,910,WRI,"4182, 4357"
-1.524993501132048,-0.6627219685270815,0.7006511003533498,-0.26401507331034807,10,1698,Bullhog,2011,N,911,WRI,4298
-1.5245205163955688,-0.4672602713108063,0.48328766226768494,-0.5694520473480225,11,1705,Bullhog,2011,N,912,WRI,4251
-1.5873934917320494,-0.5360262744566974,0.5957509494475111,-0.12785656526347633,12,1707,Vegetation removal / hand crew,2012,N,913,WRI,3993
